,procurement_id,original_value,agreement_type_code,commodity_type_code,commodity_code,limited_tendering_reason_code,document_type_code,reporting_period,owner_org_title,abbreviation,Federal Entity,Abbreviation,NAFTA,CCFTA,CCoFTA,CHFTA,CPaFTA,CPFTA,CKFTA,CUFTA,WTO-AGP,CETA,CPTPP
181441,7200000926,289892.4,CCFTA,Services,D302A,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
181465,7200001353,61879.55,CCFTA,Services,D302A,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
181474,7200001550,800000.0,CCFTA,Services,D302A,71,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
181485,7200001496,46760.33,CCFTA,Services,D302A,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
181503,20180296A,1690994.68,CCFTA,Goods,5169P,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
181511,7200001531,56500.0,CCFTA,Services,T002G,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
181523,7200001579,18373.01,CCFTA,Services,D302A,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
181542,80001314,247384.74,CCFTA,Goods,7030,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
181553,3000665620,300000.0,CCFTA,Services,B506D,71,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
181563,3000666071,127277.33,CCFTA,Services,D302A,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
181575,7200001657,341129.73,CCFTA,Services,R019I,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
181584,7200001661,463579.2,CCFTA,Services,D302A,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
181594,7200001673,150519.6,CCFTA,Services,D302A,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
181691,3000671888,74313.75,CCFTA,Services,JI6685,00,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
181703,7200001218,90124.99,CCFTA,Services,D302A,00,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
181712,7200001218,90124.99,CCFTA,Services,D302A,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
181735,3000672276,88530.75,CCFTA,Services,T004H,00,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
181754,3000672333,545644.1,CCFTA,Services,B101A,00,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
181772,3000672371,15560.1,CCFTA,Goods,4610,00,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
181782,20190253A,96692.99,CCFTA,Goods,6630,00,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
181808,3000672498,83123.25,CCFTA,Goods,5139A,00,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
181870,3000673224,46038.3,CCFTA,Goods,5139A,00,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
181879,3000673004,11730.6,CCFTA,Services,C219A,00,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
181891,3000673008,58819.95,CCFTA,Goods,5139A,00,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
181900,3000673010,93606.45,CCFTA,Goods,5139A,00,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
181956,80001556,15647.63,CCFTA,Goods,7025,00,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182003,7200001687,133560.0,CCFTA,Services,D302A,00,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182088,20190365A,214196.63,CCFTA,Services,B301A,00,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182142,3000674698,161252.43,CCFTA,Services,R010A,00,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182155,3000674702,155906.39,CCFTA,Services,R010A,00,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182194,3000674972,119442.16,CCFTA,Goods,4010,00,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182206,80001573,86624.47,CCFTA,Goods,7025,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182213,80001902,110699.25,CCFTA,Goods,7025,00,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182222,80001314,247384.74,CCFTA,Goods,7030,71,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182232,80001839,24604.66,CCFTA,Services,W210,85,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182242,80001812,5254.0,CCFTA,Goods,7025,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182256,80001359,46972.16,CCFTA,Services,XI02,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182265,80001932,1186882.9,CCFTA,Goods,7025,00,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182288,20160866A,616266.01,CCFTA,Services,B203,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182302,20160328A,678000.0,CCFTA,Services,J019,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182311,20160431A,1260096.9,CCFTA,Goods,6640,71,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182322,20161010A,260300.0,CCFTA,Services,XS01,71,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182330,20190276A,45371.0,CCFTA,Goods,6640,00,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182339,20190206A,85484.5,CCFTA,Goods,6640,85,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182349,20170290A,295684.66,CCFTA,Services,JI66,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182360,20170821A,426781.99,CCFTA,Goods,5999,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182371,20190037A,1850940.0,CCFTA,Goods,6660,71,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182384,20180757A,1090113.42,CCFTA,Goods,6600,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182394,20190282A,279950.23,CCFTA,Goods,6630,71,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182405,20190069A,29861.88,CCFTA,Services,JX70,85,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182413,20180296A,1690994.68,CCFTA,Goods,5169,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182418,20171464A,295414.62,CCFTA,Services,B100,71,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182431,20180897A,263455.64,CCFTA,Goods,6600,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182444,20190279A,602077.56,CCFTA,Goods,6630,87,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182455,20181416A,112911.81,CCFTA,Services,B100,20,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182466,20181424A,505890.0,CCFTA,Services,T002,00,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182475,20180539A,120415.01,CCFTA,Goods,6600,00,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182484,20181214A,325000.0,CCFTA,Services,B109,71,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182493,20170922A,19189259.05,CCFTA,Services,AJ41,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182502,20170888B,97606.24,CCFTA,Services,B100,00,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182511,20190660A,555154.46,CCFTA,Goods,6630,00,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182521,20190442A,138103.41,CCFTA,Goods,6630,00,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182529,20190661B,94517.16,CCFTA,Services,D309,85,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182538,20190287A,79428.71,CCFTA,Goods,6635,71,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182546,20190293A,57481.75,CCFTA,Goods,6640,00,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182554,20190378A,194724.94,CCFTA,Goods,6630,00,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182562,20190556A,61338.5,CCFTA,Goods,6600,87,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182573,20190381A,293933.75,CCFTA,Goods,7035,00,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182584,20190668A,1559765.89,CCFTA,Services,AZ11,71,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182594,20190495A,515307.56,CCFTA,Goods,6625,71,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182603,20190388A,446915.0,CCFTA,Services,T003,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182612,20190387A,1161247.5,CCFTA,Services,T003,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182621,20190419A,2641420.0,CCFTA,Services,R019,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182628,20190560A,54520.2,CCFTA,Goods,6630,87,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182637,20190454A,51130.8,CCFTA,Goods,6680,87,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182647,20190575A,78167.77,CCFTA,Goods,6640,20,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182654,20190713A,89830.66,CCFTA,Goods,6640,00,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182661,20190848A,113971.8,CCFTA,Goods,6660,20,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182671,20190784A,877808.46,CCFTA,Services,W210,71,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182680,20191007A,570114.07,CCFTA,Goods,6630,71,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182692,20190711A,279121.5,CCFTA,Goods,6660,00,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182704,20190717A,104997.12,CCFTA,Services,JX49,00,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182713,20190827A,93555.0,CCFTA,Services,C119,00,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182722,20190775A,89939.25,CCFTA,Goods,6660,71,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182739,20191008A,211431.24,CCFTA,Goods,6600,71,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182747,20190863A,56315.69,CCFTA,Goods,6640,00,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182758,20190774A,43987.65,CCFTA,Goods,6660,71,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182775,3000574970,94500.0,CCFTA,Services,D316,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182787,20191136A,12842.71,CCFTA,Services,JX70,85,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182798,3000579119,72328.0,CCFTA,Services,B203,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182807,20191123A,40241.25,CCFTA,Services,U008,00,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182816,20191106A,57487.5,CCFTA,Services,U008,00,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182834,3000639103,169427.17,CCFTA,Services,K100,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182872,3000645604,199285.02,CCFTA,Services,R019,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182897,3000665620,300000.0,CCFTA,Services,B506,71,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182906,3000658134,296330.46,CCFTA,Services,R019,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182952,3000666071,127277.33,CCFTA,Services,D302,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
182980,3000672276,88530.75,CCFTA,Services,T004,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
183005,3000673004,11730.6,CCFTA,Services,C219,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
183013,3000674702,155906.39,CCFTA,Services,R019,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
183027,3000675909,1993320.0,CCFTA,Services,D302,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
183038,3000676078,30963.85,CCFTA,Services,D317,00,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
183069,3000677525,22995.0,CCFTA,Services,R019,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
183079,3000677341,209050.0,CCFTA,Services,W100,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
183102,3000678614,2987050.52,CCFTA,Services,B101,00,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
183134,3000679778,13447.0,CCFTA,Services,U099,85,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
183163,3000679809,22050.0,CCFTA,Services,B109,85,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
183197,3000680134,45530.1,CCFTA,Services,R199,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
183210,3000680212,24150.0,CCFTA,Services,R019,85,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
183245,3000680632,54325.69,CCFTA,Services,R199,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
