,Original Value,Trade Agreement Code,Commodity Type,Country of Origin,Limited Tendering Reason,Exemption,Year,Entity,Entities Rule,Limited Tendering Rule,Thresholds Rule,Commodity Rule,Exemptions Rule,Commodity
33728,141250.0,WTO-AGP,Services,CA,0,0,2017,DND,Yes,Yes,No,Yes,Yes,"Human Resource Services, Business Consulting/Change Management; Project Management Services"
33735,28739.29,CFTA,Services,CA,0,0,2018,CRA,Unknown,Yes,No,Yes,Yes,Printing of Envelopes
33793,20097.63,NAFTA,Services,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,Refrigeration and Air Conditioning Components - Repair
33825,63411.71,WTO-AGP,Services,CA,0,0,2017,StatCan,Yes,Yes,No,No,Yes,MISCELLANEOUS COMMUNICATIONS EQUIPMENT - RENTAL
33840,10860.15,WTO-AGP,Services,CA,0,0,2017,CSC,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
33843,101165.05,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,No,Yes,"Alarm and Signal Systems, Miscellaneous - Installation and Services"
33854,10744.89,WTO-AGP,Goods,CA,0,0,2017,CSC,Yes,Yes,No,Yes,Yes,"Automatic Data Processing Equipment, System Configuration"
33891,57116.32,CETA,Services,US,0,0,2019,DND,Yes,Yes,No,Yes,Yes,Miscellaneous Electrical and Electronic Components - Repair and Overhaul
33899,36148.14,WTO-AGP,Services,CA,71,0,2018,CSC,Yes,Unknown,No,Yes,Yes,Electrical Hardware and Supplies - Repair
33911,21185.24,WTO-AGP,Goods,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,Signs and Identification Plates
33932,13632.01,NAFTA,Goods,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,"Aircraft Hydraulic, Vacuum and De-Icing System Components"
33974,13072.5,CFTA,Services,CA,87,0,2018,CRA,Unknown,Unknown,No,Yes,Yes,Commercial Security Guard and Related Services
33983,22035.0,WTO-AGP,Goods,CA,0,0,2019,CRCC,Yes,Yes,No,Yes,Yes,"Automatic Data Processing Equipment, System Configuration"
34006,144566.5,CETA,Goods,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,PLASTIC SHEETS (FILM) ROLLS
34018,28004.23,CFTA,Services,CA,87,0,2019,CSC,Unknown,Unknown,No,Yes,Yes,Commercial Security Guard and Related Services
34021,19740.0,NAFTA,Services,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,Language Training Services
34041,26250.0,CFTA,Services,CA,0,0,2018,CBSA,Unknown,Yes,No,Unknown,Yes,Trash/Garbage Collection Services
34064,17200.6,WTO-AGP,Services,CA,0,0,2017,CBSA,Yes,Yes,No,No,Yes,Signage Design and Installation
34086,22633.34,NAFTA,Goods,CA,0,0,2018,CBSA,Yes,Yes,No,Yes,Yes,Office Furniture
34094,94016.0,CETA,Services,CA,0,0,2018,ATSSC,Yes,Yes,No,Yes,Yes,Informatics Professional Services
34100,33260.65,WTO-AGP,Goods,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,ADP Input-Output and Storage Devices
34120,11413.0,WTO-AGP,Services,CA,0,0,2018,CSC,Yes,Yes,No,No,Yes,Harassment (Investigative Services)
34122,25435.69,WTO-AGP,Services,CA,0,0,2018,CSC,Yes,Yes,No,No,Yes,Services of Individuals - Except Consultants
34123,53822.18,WTO-AGP,Goods,CA,0,0,2018,CNSC,Yes,Yes,No,Yes,Yes,Passenger Motor Vehicles
34130,18626.52,WTO-AGP,Goods,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,"Automatic Data Processing Equipment, System Configuration"
34145,96774.33,WTO-AGP,Goods,CA,0,0,2017,DND,Yes,Yes,No,Yes,Yes,Safety and Rescue Equipment
34163,97180.0,WTO-AGP,Services,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
34179,37977.4,NAFTA,Services,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Budget Control Systems
34180,34713.6,NAFTA,Services,CA,0,0,2018,VAC,Yes,Yes,No,Yes,Yes,Harassment (Investigative Services)
34195,54240.0,CETA,Services,CA,0,0,2018,ATSSC,Yes,Yes,No,Yes,Yes,Informatics Professional Services
34196,30847.51,NAFTA,Services,CA,0,0,2019,CSC,Yes,Yes,No,Yes,Yes,"Generators and Generator Sets, Electrical - Repair"
34203,108056.25,WTO-AGP,Services,CA,0,0,2018,DND,Yes,Yes,No,No,Yes,Professional Services / Program Research Analysis
34218,69429.88,NAFTA,Services,CA,0,0,2017,DND,Yes,Yes,No,No,Yes,"Maintenance, Repair, Modification, Rebuilding & Installation of Equipment related to Ships"
34226,30809.45,NAFTA,Services,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Budget Control Systems
34236,22951.4,WTO-AGP,Goods,CA,85,0,2018,CRCC,Yes,Unknown,No,Yes,Yes,Office Furniture
34249,11048.7,WTO-AGP,Services,CA,0,0,2018,OSGG,Yes,Yes,No,Yes,Yes,"Hotels, Motels and Commercial Accommodation"
34267,18375.97,NAFTA,Goods,CA,85,0,2017,GAC,Yes,Unknown,No,Yes,Yes,Office Furniture
34279,114454.88,WTO-AGP,Services,CA,0,0,2017,CSC,Yes,Yes,No,Yes,Yes,Machine Tools - Miscellaneous - Repair
34297,30428.64,NAFTA,Services,CA,0,0,2019,DND,Yes,Yes,No,Yes,Yes,"Leasing of Hotel, Restaurant Buildings etc."
34316,21041.63,CFTA,Services,CA,0,0,2017,CSC,Unknown,Yes,No,Unknown,Yes,Firefighting Equipment - Repair and Overhaul
34328,29690.75,CETA,Services,CA,0,0,2019,CRA,Yes,Yes,No,No,Yes,Communication Marketing Management
34335,17250.0,CFTA,Services,CA,87,0,2019,CSC,Unknown,Unknown,No,Yes,Yes,Commercial Security Guard and Related Services
34346,15413.32,WTO-AGP,Services,CA,0,0,2017,CSC,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
34392,15127.88,CFTA,Services,CA,0,0,2017,CRA,Unknown,Yes,No,Unknown,Yes,General Office Help
34394,24301.1,NAFTA,Goods,CA,85,0,2017,GAC,Yes,Unknown,No,Yes,Yes,Office Furniture
34403,21033.13,NAFTA,Services,CA,0,0,2017,DND,Yes,Yes,No,No,Yes,"Vehicular Brake, Steering, Axle, Wheel and Track Components - Repair and Overhaul"
34411,13374.5,WTO-AGP,Services,CA,0,0,2018,CSC,Yes,Yes,No,No,Yes,"WAREHOUSE TRUCKS AND TRACTORS, SELF-PROPELLED - RENTAL"
34430,14432.36,WTO-AGP,Services,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
34435,116199.37,WTO-AGP,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
34453,23598.92,WTO-AGP,Services,CA,0,0,2017,CBSA,Yes,Yes,No,No,Yes,SAFETY AND RESCUE EQUIPMENT - INSTALLATION
34475,62969.25,CFTA,Services,CA,0,0,2017,VAC,Unknown,Yes,No,Yes,Yes,Public Opinion Research - Quantitative & Qualitative
34483,117785.78,WTO-AGP,Services,CA,0,0,2018,DND,Yes,Yes,No,No,Yes,Budget Control Systems
34485,17450.28,WTO-AGP,Goods,CA,0,0,2017,CRA,Yes,Yes,No,Yes,Yes,Office Furniture
34511,101955.26,CETA,Services,CA,0,0,2019,DND,Yes,Yes,No,No,Yes,"Educational Services, N.E.S."
34520,64572.8,CFTA,Services,KP,87,0,2018,DND,Unknown,Unknown,No,Unknown,Yes,Data Centre Services
34523,26513.01,NAFTA,Services,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Refrigeration and Air Conditioning Components - Repair
34525,28422.44,NAFTA,Services,CA,0,0,2017,GAC,Yes,Yes,No,Yes,Yes,Informatics Professional Services
34546,10274.18,WTO-AGP,Goods,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,Bakery and Cereal Products (replaced by gsin N8920Z)
34547,12175.85,WTO-AGP,Services,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
34549,12402.01,CETA,Goods,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Teletype and Facsimile Equipment
34572,9215087.85,WTO-AGP,Services,CA,0,0,2017,DND,Yes,Yes,Yes,No,Yes,Professional Services / Financial Analysis
34576,83422.16,WTO-AGP,Goods,CA,0,0,2018,VAC,Yes,Yes,No,Yes,Yes,"Automatic Data Processing Equipment, System Configuration"
34594,428000.0,NAFTA,Construction,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Construction of Commercial Buildings
34598,11788.32,WTO-AGP,Goods,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,"Automatic Data Processing Equipment, System Configuration"
34607,44162.94,WTO-AGP,Goods,CA,71,0,2018,OSGG,Yes,Unknown,No,Yes,Yes,ADP Software
34630,10108.85,NAFTA,Services,CA,0,0,2018,CSC,Yes,Yes,No,No,Yes,Services of Individuals - Except Consultants
34662,12822.01,NAFTA,Goods,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,"Pipe, Tube and Rigid Tubing"
34665,57629.21,NAFTA,Services,PE,87,0,2017,GAC,Yes,Unknown,No,No,Yes,Transportation
34668,10509.0,CFTA,Services,CA,0,0,2017,CSC,Unknown,Yes,No,Unknown,Yes,Services of Individuals - Except Consultants
34699,52849.82,WTO-AGP,Goods,CA,87,0,2018,CEO,Yes,Unknown,No,Yes,Yes,Tableware
34710,22948.62,NAFTA,Goods,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,"Pipe, Tube and Rigid Tubing"
34761,14934.33,NAFTA,Goods,CA,0,0,2017,DND,Yes,Yes,No,Yes,Yes,"Valves, Nonpowered"
34793,15296.4,WTO-AGP,Services,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
34801,36262.76,NAFTA,Services,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Heat Exchangers and Steam Condensers - Repair
34813,95089.5,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
34826,15820.0,NAFTA,Services,CA,0,0,2017,HC,Yes,Yes,No,Yes,Yes,"Laboratory, Testing and Inspection Services, Except Medical/Dental"
34828,60540.38,NAFTA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,ADP Software Maintenance - Other than Microcomputer
34863,146269.46,WTO-AGP,Services,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
34866,8500000.0,WTO-AGP,Services,CA,0,0,2019,CRA,Yes,Yes,Yes,No,Yes,Storage and Warehousing
34868,19004.38,NAFTA,Goods,CA,0,0,2019,DND,Yes,Yes,No,Yes,Yes,Hose and Flexible Tubing
34896,11870.25,WTO-AGP,Services,CA,0,0,2017,CSC,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
34912,33881.25,WTO-AGP,Services,CA,0,0,2018,CBSA,Yes,Yes,No,Yes,Yes,Business Services / Modelling and Analysis
34928,18296.76,NAFTA,Goods,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,"Engine Cooling System Components, Non-Aircraft"
34930,16852.5,WTO-AGP,Goods,CA,0,0,2018,CGC,No,Yes,No,Yes,Yes,"Automatic Data Processing Equipment, System Configuration"
34934,77066.0,NAFTA,Services,CA,0,0,2018,DFO,Yes,Yes,No,No,Yes,Wind Energy Systems (R&D)
34944,22638.76,WTO-AGP,Goods,CA,0,0,2019,CRA,Yes,Yes,No,Yes,Yes,"Automatic Data Processing Equipment, System Configuration"
34945,50842.09,CETA,Services,CA,0,0,2018,CBSA,Yes,Yes,No,Yes,Yes,Business Services
34952,10651.28,NAFTA,Services,CA,0,0,2017,CSC,Yes,Yes,No,No,Yes,Services of Individuals - Except Consultants
34959,2235780.55,NAFTA,Services,CA,0,0,2017,DND,Yes,Yes,Yes,No,Yes,"Product/Material - Design, Development, Formulation, Modification: Science and Technology Related (R&D)"
34965,17835.43,NAFTA,Goods,US,0,0,2017,DND,Yes,Yes,No,Yes,Yes,Hose and Flexible Tubing
34991,46350.0,CETA,Services,CA,0,0,2018,GAC,Yes,Yes,No,Yes,Yes,Informatics Professional Services
34995,34048.79,NAFTA,Services,CA,0,0,2018,DND,Yes,Yes,No,No,Yes,Ship and Boat Propulsion Components - Repair
34998,24715.07,WTO-AGP,Services,CA,85,0,2017,CRCC,Yes,Unknown,No,No,Yes,Telecommunications - Voice Service
35000,64636.0,CETA,Services,CA,0,0,2018,ATSSC,Yes,Yes,No,Yes,Yes,Informatics Professional Services
35006,44859.13,WTO-AGP,Goods,CA,0,0,2017,CRA,Yes,Yes,No,Yes,Yes,ADP Input-Output and Storage Devices
35025,12176.46,WTO-AGP,Services,CA,0,0,2018,CSC,Yes,Yes,No,No,Yes,Services of Individuals - Except Consultants
35059,11300.0,WTO-AGP,Services,CA,0,0,2019,CSC,Yes,Yes,No,No,Yes,Office Furniture - Installation
35151,135233.12,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
35164,11300.0,WTO-AGP,Services,CA,0,0,2019,CSC,Yes,Yes,No,No,Yes,Office Furniture - Installation
35166,105090.0,WTO-AGP,Services,CA,71,0,2017,CBSA,Yes,Unknown,No,Yes,Yes,ADP Software Maintenance - Other than Microcomputer
35239,20833.36,WTO-AGP,Services,CA,0,0,2019,CSC,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
35249,30510.0,WTO-AGP,Services,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
35269,17000.0,WTO-AGP,Services,CA,0,0,2019,PMPRB,Yes,Yes,No,No,Yes,Expert Witness
35277,17630.93,WTO-AGP,Goods,CA,0,0,2017,CRA,Yes,Yes,No,Yes,Yes,ADP Input-Output and Storage Devices
35299,24546.09,NAFTA,Goods,CA,85,0,2018,GAC,Yes,Unknown,No,Yes,Yes,Office Furniture
35318,24567.86,NAFTA,Goods,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Aircraft Ground Servicing Equipment
35342,31640.0,WTO-AGP,Goods,CA,0,0,2017,CRA,Yes,Yes,No,Yes,Yes,Stationery and Record Forms
35416,158482.5,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
35428,62086.5,WTO-AGP,Services,CA,85,0,2018,CEO,Yes,Unknown,No,No,Yes,Budget Control Systems
35432,16897.12,CETA,Goods,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,"Armor, Personal"
35449,34492.5,NAFTA,Services,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,"Fans, Air Circulators and Blower Equipment - Repair"
35465,42791.97,CETA,Services,CA,87,0,2018,DND,Yes,Unknown,No,No,Yes,Communications Security Equipment and Components - Repair
35474,24021.49,CFTA,Construction,CA,0,0,2018,DND,Unknown,Yes,No,Unknown,Yes,Plumbing Contractor Services
35529,12798.5,WTO-AGP,Goods,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,"Automatic Data Processing Equipment, System Configuration"
35538,60438.0,WTO-AGP,Services,CA,0,0,2018,DND,Yes,Yes,No,No,Yes,"Maintenance, Repair, Modification, Rebuilding & Installation of Equipment related to Ships"
35559,15758.4,NAFTA,Services,CU,85,0,2017,GAC,Yes,Unknown,No,No,Yes,Commercial Security Guard and Related Services
35567,222046.6,CETA,Services,CA,0,0,2019,DND,Yes,Yes,Unknown,No,Yes,"Product/Material - Design, Development, Formulation, Modification: Science and Technology Related (R&D)"
35611,11209.6,WTO-AGP,Services,CA,85,0,2019,CSC,Yes,Unknown,No,Yes,Yes,Consulting Services
35617,15719.85,WTO-AGP,Services,CA,0,0,2018,CGC,No,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
35618,117277.05,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
35629,105994.0,WTO-AGP,Services,CA,0,0,2018,CRCC,Yes,Yes,No,Yes,Yes,Informatics Professional Services
35654,83507.0,WTO-AGP,Services,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
35660,62124.92,CETA,Services,CA,71,0,2018,CRA,Yes,Unknown,No,Yes,Yes,"Information Retrieval Services, Database"
35668,18306.0,WTO-AGP,Services,CA,0,0,2018,CRA,Yes,Yes,No,No,Yes,Harassment (Investigative Services)
35686,10186.38,WTO-AGP,Services,CA,0,0,2017,CSC,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
35696,14290.17,WTO-AGP,Goods,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,Plumbing Fixtures and Accessories
35703,20773.4,WTO-AGP,Goods,CA,0,0,2017,CRA,Yes,Yes,No,Yes,Yes,"Automatic Data Processing Equipment, System Configuration"
35704,24999.98,WTO-AGP,Services,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,ADP Software Maintenance - Other than Microcomputer
35744,93956.2,WTO-AGP,Services,US,87,0,2019,CEO,Yes,Unknown,No,Yes,Yes,ADP Software Maintenance - Other than Microcomputer
35749,49324.5,CETA,Services,CA,0,0,2018,GAC,Yes,Yes,No,Yes,Yes,Informatics Professional Services
35755,22673.0,WTO-AGP,Goods,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,Office Furniture
35768,22157.1,NAFTA,Goods,CA,0,0,2019,DND,Yes,Yes,No,Yes,Yes,"Lubricant Oil, Aircraft"
35777,275686.1,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,Unknown,No,Yes,Miscellaneous Communications Services
35825,158482.5,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
35845,64410.0,WTO-AGP,Services,CA,0,0,2019,ATSSC,Yes,Yes,No,Yes,Yes,Informatics Professional Services
35866,20475.0,WTO-AGP,Services,CA,0,0,2018,CSC,Yes,Yes,No,No,Yes,Harassment (Investigative Services)
35875,23550.72,NAFTA,Goods,CA,0,0,2017,DND,Yes,Yes,No,Yes,Yes,Heat Exchangers and Steam Condensers
35880,17505.96,CFTA,Services,CA,71,0,2018,CRA,Unknown,Unknown,No,Unknown,Yes,Information Products
35907,121604.15,WTO-AGP,Services,CA,0,0,2018,TC,Yes,Yes,No,Yes,Yes,Informatics Professional Services
35918,22437.51,WTO-AGP,Goods,CA,85,0,2018,CRCC,Yes,Unknown,No,Yes,Yes,Office Furniture
35929,16201.39,WTO-AGP,Services,CA,85,0,2018,CBSA,Yes,Unknown,No,Yes,Yes,ADP Software Maintenance - Other than Microcomputer
35931,57805.72,WTO-AGP,Goods,CA,0,0,2017,OSGG,Yes,Yes,No,Yes,Yes,Passenger Motor Vehicles
35935,104702.0,WTO-AGP,Goods,DE,0,0,2017,DND,Yes,Yes,No,Yes,Yes,"Vehicular Brake, Steering, Axle, Wheel and Track Components"
35950,54731.25,NAFTA,Services,CA,0,0,2017,DND,Yes,Yes,No,No,Yes,"Night Vision Equipment, Emitted and Reflected Radiation - Repair"
35990,122379.0,NAFTA,Services,CA,0,0,2018,OSFI,Yes,Yes,Unknown,No,Yes,"Information Retrieval Services, Database"
36030,55878.5,WTO-AGP,Goods,CA,87,0,2018,CEO,Yes,Unknown,No,Yes,Yes,Miscellaneous Items
36062,12944.0,CFTA,Construction,CA,0,0,2018,DND,Unknown,Yes,No,Unknown,Yes,"Engineering Works, Not Elsewhere Specified"
36065,24118.72,WTO-AGP,Services,CA,85,0,2018,CRCC,Yes,Unknown,No,Yes,Yes,Consulting Services
36069,268375.0,WTO-AGP,Services,CA,0,0,2018,DND,Yes,Yes,Unknown,No,Yes,"Product/Material - Design, Development, Formulation, Modification: Science and Technology Related (R&D)"
36077,22702.1,NAFTA,Services,HT,0,0,2017,GAC,Yes,Yes,No,No,Yes,Relocation Services
36083,4540717.42,NAFTA,Construction,CA,0,0,2017,DND,Yes,Yes,No,Yes,Yes,"Building/Installation Special Trade Services, Not Elsewhere Specified"
36175,919800.0,NAFTA,Services,CA,0,0,2018,DND,Yes,Yes,Yes,No,Yes,"Combat, Assault, and Tactical Vehicles, Tracked - Repair"
36198,41431.45,WTO-AGP,Services,CA,0,0,2017,CSC,Yes,Yes,No,Yes,Yes,Consulting Services
36205,103734.0,WTO-AGP,Services,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
36230,112954.8,WTO-AGP,Services,CA,0,0,2019,CSPS,Yes,Yes,No,No,Yes,Training Analysis and Design Courses
36244,19516.0,NAFTA,Services,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,Language Training Services
36297,142863.69,WTO-AGP,Services,CA,0,0,2018,DND,Yes,Yes,No,No,Yes,"Pilot Training Services, Aircraft"
36330,90117.5,WTO-AGP,Services,CA,0,0,2017,CNSC,Yes,Yes,No,Yes,Yes,Informatics Professional Services
36332,76918.15,NAFTA,Services,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,Refrigeration and Air Conditioning Components - Repair
36335,143373.7,CETA,Services,CA,0,0,2019,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
36349,40235.91,CFTA,Services,CA,71,0,2018,CSC,Unknown,Unknown,No,Unknown,Yes,Information Products
36368,44802.24,NAFTA,Services,CA,0,0,2018,CBSA,Yes,Yes,No,Yes,Yes,ADP Software Maintenance - Other than Microcomputer
36371,22464.4,NAFTA,Services,CA,0,0,2018,CBSA,Yes,Yes,No,Yes,Yes,Language Training Services
36373,67741.04,NAFTA,Services,CA,0,0,2017,DND,Yes,Yes,No,Yes,Yes,"Human Resource Services, Business Consulting/Change Management; Project Management Services"
36375,79414.0,NAFTA,Services,CA,0,0,2017,DND,Yes,Yes,No,Yes,Yes,"Educational Services, N.E.S."
36418,20905.0,CFTA,Services,CA,0,0,2017,CRA,Unknown,Yes,No,Unknown,Yes,General Office Help
36442,1107750.0,WTO-AGP,Services,CA,0,0,2018,DND,Yes,Yes,Yes,No,Yes,"System Design, Development and Testing: Science and Technology Related (R&D)"
36459,78024.9,NAFTA,Services,CA,74,0,2017,OSFI,Yes,Unknown,No,Yes,Yes,ADP Software Maintenance - Other than Microcomputer
36461,129381.37,WTO-AGP,Goods,CA,0,0,2018,VAC,Yes,Yes,No,Yes,Yes,ADP Software
36462,36313.71,NAFTA,Services,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,"COPYING MACHINE, DIAZO PROCESS (WHITE PRINTER) - RENTAL"
36469,17246.25,CFTA,Services,CA,0,0,2017,CSC,Unknown,Yes,No,Unknown,Yes,Services of Individuals - Except Consultants
36507,17700.0,WTO-AGP,Services,CA,0,0,2018,PMPRB,Yes,Yes,No,No,Yes,Expert Witness
36516,60281.87,WTO-AGP,Services,CA,0,0,2019,CSC,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
36598,1300000.0,CETA,Services,CA,0,0,2018,DND,Yes,Yes,Yes,No,Yes,Training and Curriculum Development
36603,242346.58,WTO-AGP,Services,CA,0,0,2017,DND,Yes,Yes,Unknown,No,Yes,"Health and Allied Services, Not Elsewhere Specified"
36611,22916.4,CFTA,Services,CA,87,0,2018,CRA,Unknown,Unknown,No,Yes,Yes,Press Service
36637,11661.6,WTO-AGP,Services,CA,0,0,2018,CSC,Yes,Yes,No,No,Yes,Language Training Services
36661,23000.0,CFTA,Construction,CA,0,0,2019,DND,Unknown,Yes,No,Unknown,Yes,"Building/Installation Special Trade Services, Not Elsewhere Specified"
36705,246901.61,WTO-AGP,Services,CA,0,0,2018,CNSC,Yes,Yes,Unknown,No,Yes,Military (R&D)
36725,10717.68,CETA,Goods,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,ADP Input-Output and Storage Devices
36741,158482.5,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
36762,23751.38,WTO-AGP,Goods,CA,0,0,2018,StatCan,Yes,Yes,No,Yes,Yes,Telephone and Telegraph Equipment
36769,24675.54,CFTA,Services,CA,71,0,2017,StatCan,Unknown,Unknown,No,Unknown,Yes,"Information Retrieval Services, Database"
36784,23730.0,CFTA,Services,CA,5,0,2017,DND,Unknown,Unknown,No,Unknown,Yes,Language Training Services
36788,38769.38,CFTA,Services,CA,0,0,2017,VAC,Unknown,Yes,No,Yes,Yes,Commercial Security Guard and Related Services
36800,158482.5,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
36821,12122.08,CFTA,Services,CA,0,0,2017,CRA,Unknown,Yes,No,Yes,Yes,Media Monitoring Services
36827,19834.74,NAFTA,Goods,CA,0,0,2018,CAS,Yes,Yes,No,Yes,Yes,ADP Input-Output and Storage Devices
36831,1899739.74,NAFTA,Services,CA,0,0,2017,DND,Yes,Yes,Yes,No,Yes,"Maintenance, Repair, Modification, Rebuilding & Installation of Equipment related to Ships"
36862,151428.14,CETA,Goods,US,0,0,2018,DND,Yes,Yes,No,Yes,Yes,THERMOMETERS
36873,158482.5,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
36888,23027.0,NAFTA,Construction,US,0,0,2018,GAC,Yes,Yes,No,Yes,Yes,Building Fire Protection Systems
36923,27387.05,WTO-AGP,Services,CA,71,0,2018,CSC,Yes,Unknown,No,Yes,Yes,Electrical Hardware and Supplies - Repair
36933,14717.27,NAFTA,Goods,CA,0,0,2019,DND,Yes,Yes,No,Yes,Yes,"Valves, Nonpowered"
36941,17420.0,NAFTA,Services,CA,0,0,2018,DND,Yes,Yes,No,No,Yes,"Tires and Tubes, Pneumatic, Aircraft - Repair"
36949,10655.78,NAFTA,Goods,CA,0,0,2017,DND,Yes,Yes,No,Yes,Yes,Electric Vehicular Lights and Fixtures
36999,173925.9,WTO-AGP,Services,CA,0,0,2017,DND,Yes,Yes,No,Yes,Yes,"Human Resource Services, Business Consulting/Change Management; Project Management Services"
37003,116862.51,NAFTA,Services,CA,87,0,2018,PPSC,No,Unknown,Unknown,Yes,Yes,Book-Binding Services
37056,22741.25,CFTA,Services,CA,0,0,2017,VAC,Unknown,Yes,No,Unknown,Yes,"Human Resources Support Services (HRSS): Organization and Classification, Staffing and Compensation"
37058,10682.92,WTO-AGP,Goods,CA,0,0,2018,CBSA,Yes,Yes,No,Yes,Yes,Teletype and Facsimile Equipment
37061,8624.0,NAFTA,Services,CA,0,0,2019,CRA,Yes,Yes,No,Yes,Yes,Language Training Services
37066,47015.4,WTO-AGP,Services,CA,0,0,2018,CGC,No,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
37069,44650.0,NAFTA,Services,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Other Engineering Studies
37073,812922.0,WTO-AGP,Services,CA,0,0,2017,DND,Yes,Yes,Yes,No,Yes,Technical / Vocational Training
37079,24465036.11,WTO-AGP,Services,CA,87,0,2019,CEO,Yes,Unknown,Yes,No,Yes,Miscellaneous Communications Services
37085,10268.04,WTO-AGP,Goods,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,Bakery and Cereal Products (replaced by gsin N8920Z)
37087,142634.25,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
